imdb_id,type,title,country,date_added,release_year,rating,listed_in,description,age_certification,runtime,imdb_score,imdb_votes
tt13323092,Movie,Murder by the Coast,Somewhere,"June 23, 2021",2021,TV-14,"Documentaries, International Movies","In 1999, teen Rocío Wanninkhof is murdered. Her mother's ex-partner, Dolores Vázquez, is suspected. Did she do it? A second victim reveals the truth.",PG-13,88mins,6.5,2054
tt14549558,Movie,The House of Flowers: The Movie,Somewhere,"June 23, 2021",2021,TV-MA,"Comedies, International Movies, Music & Musicals",The De La Mora siblings concoct a mischievous plan to break into their old family home to retrieve a hidden treasure of significant importance.,R,86mins,5.5,836
tt14746934,TV Show,The Parisian Agency: Exclusive Properties,Somewhere,"June 23, 2021",2021,TV-G,"International TV Shows, Reality TV",This reality series follows the Kretz family and their luxury property business as they help clients buy and sell fabulous homes in France and abroad.,TV-14,54mins,7.4,593
tt12004280,TV Show,Too Hot to Handle,United States,"June 23, 2021",2021,TV-MA,"Reality TV, Romantic TV Shows","On the shores of paradise, gorgeous singles meet and mingle. But there’s a twist. To win a $100,000 grand prize, they’ll have to give up sex.",TV-MA,42mins,4.6,12001
tt14155414,TV Show,This Is Pop,Somewhere,"June 22, 2021",2021,TV-MA,"Docuseries, International TV Shows","Uncover the real stories behind your favorite pop songs as this docuseries charts the impact of the festival scene, Auto-Tune, boy bands and more.",TV-MA,44mins,6.9,1076
tt3764686,Movie,Love Is a Story,Romania,"June 21, 2021",2015,TV-MA,"International Movies, Music & Musicals, Romantic Movies","Two young artists, a violin player and an actress, fight to achieve their dreams and keep their relationship together during Christmastime.",,107mins,6,365
tt0294149,TV Show,The Mole,United States,"June 21, 2021",2001,TV-14,"Reality TV, TV Action & Adventure, TV Mysteries","In this competition show, contestants try to earn $1 million for a pot that only one of them will win — while one player secretly sabotages them.",TV-14,52mins,7.6,1104
tt14518284,TV Show,"Nevertheless,",Somewhere,"June 20, 2021",2021,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",The intoxicating charm of a flirtatious art school classmate pulls a reluctant love cynic into a friends-with-benefits relationship.,,69mins,7.2,4485
tt6045840,TV Show,Black Lightning,United States,"June 19, 2021",2021,TV-14,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",School principal and retired superhero Jefferson Pierce leaps back into action as the legendary Black Lightning after a gang threatens his family.,TV-14,42mins,6.1,24646
tt4277922,TV Show,Call My Agent!,France,"June 19, 2021",2018,TV-MA,"International TV Shows, TV Comedies, TV Dramas","At a top Paris talent firm, agents scramble to keep their star clients happy – and their business afloat – after an unexpected crisis.",TV-MA,55mins,8.3,13331
tt6470396,TV Show,Champions,United States,"June 19, 2021",2018,TV-14,TV Comedies,"Years after getting his girlfriend pregnant, washed-up jock Vince meets his eccentric son Michael and learns about fatherhood, one show tune at a time.",TV-PG,21mins,6.1,3736
tt7956374,TV Show,Cleo & Cuquin,Spain,"June 19, 2021",2020,TV-Y,Kids' TV,Spirited sister-brother duo Cleo and Cuquín try on different professions each day to help their other siblings solve problems and enjoy new adventures.,TV-Y,7mins,8,98
tt6616260,TV Show,Deadwind,"Finland, Germany","June 19, 2021",2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","Just months after a tragic loss, detective Sofia Karppi investigates the murder of a woman with ties to a Helsinki construction company.",TV-MA,46mins,7.3,8762
tt3729898,TV Show,Hap and Leonard,United States,"June 19, 2021",2018,TV-MA,"Crime TV Shows, TV Dramas","In late-1980s Texas, two best friends get involved in darkly comic misadventures by hiring themselves out to shady clients for illicit ends.",TV-MA,42mins,7.6,7577
tt4524056,TV Show,Locked Up,Spain,"June 19, 2021",2020,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Manipulated into embezzling funds for her boyfriend and sentenced to prison, a naïve young woman must quickly learn to survive in a harsh new world.",TV-MA,50mins,8.2,21388
tt0159510,Movie,Mobile Suit Gundam II: Soldiers of Sorrow,Somewhere,"June 19, 2021",1981,TV-14,"Action & Adventure, Anime Features, International Movies","The Earth Federation warship White Base and its Gundam pilot Amuro Ray struggle to make it back through enemy territory, pursued by Zeon's warriors.",,133mins,7.2,1242
tt0159511,Movie,Mobile Suit Gundam III: Encounters in Space,Somewhere,"June 19, 2021",1982,TV-MA,"Action & Adventure, Anime Features, International Movies",The Earth Federation prepares to take the war into the Duchy of Zeon's home territory. Veteran pilot Amuro Ray returns to space for the final battle.,,144mins,7.7,1210
tt0095262,Movie,Mobile Suit Gundam: Char's Counterattack,Somewhere,"June 19, 2021",1988,TV-14,"Action & Adventure, Anime Features, International Movies","Thirteen years after the war, the Neo Zeon army threatens the peace. Armed with the Nu Gundam, Amuro Ray and Federation forces take the field once more.",,120mins,7.3,1649
tt8477194,TV Show,REA(L)OVE,Japan,"June 19, 2021",2018,TV-MA,"International TV Shows, Reality TV, Romantic TV Shows","A group of men and women, each burdened with a dark secret, look for love in this dating show with a twist. Hosted by reformed playboy Atsushi Tamura.",TV-MA,45mins,6.6,210
tt5420376,TV Show,Riverdale,United States,"June 19, 2021",2019,TV-14,"Crime TV Shows, TV Dramas, TV Mysteries","While navigating the troubled waters of sex, romance, school and family, teen Archie and his gang become entangled in a dark Riverdale mystery.",TV-14,42mins,6.7,139154
tt3526078,TV Show,Schitt's Creek,"Canada, United States","June 19, 2021",2020,TV-MA,TV Comedies,"Suddenly broke, the formerly filthy-rich Rose family is reduced to living in a ramshackle motel in a town they once bought as a joke: Schitt's Creek.",TV-14,22mins,8.5,112537
tt8866904,TV Show,The Judgement,Thailand,"June 19, 2021",2018,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","After a traumatic incident at a party makes her a target of gossip and derision, a young college student tries to change her school's toxic culture.",,48mins,7.1,95
tt8420184,TV Show,The Last Dance,United States,"June 19, 2021",2020,TV-MA,Docuseries,"This docuseries gives a definitive account of Michael Jordan’s career and the 1990s Chicago Bulls, packed with unaired footage from the 1997-98 season.",TV-MA,50mins,9.1,108321
tt9268756,TV Show,They've Gotta Have Us,United Kingdom,"June 19, 2021",2018,TV-MA,"British TV Shows, Docuseries","Powered by candid recollections from esteemed African-American entertainers, this docuseries traces the history of black cinema.",TV-14,59mins,7.7,292
tt13356884,Movie,A Family,Somewhere,"June 18, 2021",2021,TV-MA,"Dramas, International Movies","Taken in by the yakuza at a young age, Kenji swears allegiance to his old-school boss, pledging to adhere to the family code amid ever-changing times.",R,136mins,7,2158
tt7134908,TV Show,Elite,Spain,"June 18, 2021",2021,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","When three working-class teens enroll in an exclusive private school in Spain, the clash between them and the wealthy students leads to murder.",TV-MA,48mins,7.4,73062
tt4733624,Movie,Fatherhood,United States,"June 18, 2021",2021,PG-13,Dramas,"A widowed new dad copes with doubts, fears, heartache and dirty diapers as he sets out to raise his daughter on his own. Inspired by a true story.",PG-13,109mins,6.6,34661
tt11769304,TV Show,Hospital Playlist,South Korea,"June 18, 2021",2021,TV-14,"International TV Shows, Korean TV Shows, TV Comedies","Every day is extraordinary for five doctors and their patients inside a hospital, where birth, death and everything in between coexist.",TV-14,90mins,8.8,4836
tt10661848,Movie,Jagame Thandhiram,Somewhere,"June 18, 2021",2021,TV-MA,"Action & Adventure, Dramas, International Movies","When a clever, carefree gangster is recruited to help an overseas crime lord take down a rival, he is caught off guard by the moral dilemmas that follow.",,158mins,6,11596
tt11831084,Movie,Kambili: The Whole 30 Yards,Nigeria,"June 18, 2021",2020,TV-14,"Comedies, International Movies, Romantic Movies","Determined to marry before she turns 30, a woman tries to change her impulsive ways and do whatever it takes to win back the boyfriend who left her.",,119mins,6.6,37
tt11809034,Movie,Rurouni Kenshin: The Final,Somewhere,"June 18, 2021",2021,TV-14,"Action & Adventure, International Movies","In 1879, Kenshin and his allies face their strongest enemy yet: his former brother-in-law Enishi Yukishiro and his minions, who've vowed their revenge.",PG-13,138mins,7.2,8367
tt14376958,TV Show,The Rational Life,Somewhere,"June 18, 2021",2021,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas","A career-driven 30-something must contend with a cutthroat workplace, a love triangle and her nagging mom.",,45mins,8.1,445
tt11271990,Movie,Ali & Ratu Ratu Queens,Somewhere,"June 17, 2021",2021,TV-14,"Comedies, Dramas, International Movies","After his father's passing, a teenager sets out for New York in search of his estranged mother and soon finds love and connection in unexpected places.",,100mins,7,1185
tt8923854,TV Show,Black Summer,"Canada, United States","June 17, 2021",2021,TV-MA,"TV Action & Adventure, TV Dramas, TV Horror","In the dark, early days of a zombie apocalypse, complete strangers band together to find the strength they need to survive and get back to loved ones.",TV-MA,39mins,6.5,28657
tt14675560,TV Show,Elite Short Stories: Carla Samuel,Somewhere,"June 17, 2021",2021,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Samuel attempts a big, romantic gesture at the airport in order to persuade Carla not to board her flight to London.",TV-MA,14mins,6.9,2609
tt11091664,Movie,Fan Girl,Philippines,"June 17, 2021",2020,TV-MA,"Dramas, Independent Movies, International Movies",An infatuated fan finds an unexpected way to meet her celebrity crush and discovers a dark reality behind the facade of fame and her fantasy world.,,100mins,6.7,366
tt11102190,TV Show,Katla,Iceland,"June 17, 2021",2021,TV-MA,"International TV Shows, TV Dramas, TV Mysteries",The catastrophic eruption of subglacial volcano Katla turns a nearby community’s world upside down as mysteries begin to emerge from the ice.,TV-MA,46mins,7,13095
tt13676344,TV Show,Record of Ragnarok,Somewhere,"June 17, 2021",2021,TV-MA,"Anime Series, International TV Shows","Before eradicating humankind from the world, the gods give them one last chance to prove themselves worthy of survival. Let the Ragnarok battles begin.",TV-MA,24mins,6.2,4647
tt6670074,Movie,Red Snow,Canada,"June 17, 2021",2019,TV-MA,Dramas,"Ambushed by the Taliban, a First Nations soldier from Canada gets captured but escapes in a harrowing journey that stirs up memories of love and loss.",,100mins,4.6,154
tt1045658,Movie,Silver Linings Playbook,United States,"June 17, 2021",2012,R,"Comedies, Dramas, Independent Movies","A man with bipolar disorder moves home with his parents and makes a connection with a spirited widow, which helps both of them heal in unique ways.",R,122mins,7.7,697481
tt4178092,TV Show,The Gift,Turkey,"June 17, 2021",2021,TV-MA,"International TV Shows, TV Dramas, TV Mysteries",A painter in Istanbul embarks on a personal journey as she unearths universal secrets about an Anatolian archaeological site and its link to her past.,R,108mins,7.1,151679
tt6856604,TV Show,The Gift,Turkey,"June 17, 2021",2021,TV-MA,"International TV Shows, TV Dramas, TV Mysteries",A painter in Istanbul embarks on a personal journey as she unearths universal secrets about an Anatolian archaeological site and its link to her past.,,85mins,8.1,20
tt10075318,TV Show,The Gift,Turkey,"June 17, 2021",2021,TV-MA,"International TV Shows, TV Dramas, TV Mysteries",A painter in Istanbul embarks on a personal journey as she unearths universal secrets about an Anatolian archaeological site and its link to her past.,TV-MA,45mins,7,21582
tt14676004,TV Show,Elite Short Stories: Omar Ander Alexis,Somewhere,"June 16, 2021",2021,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas","Now in remission, Ander is set on spending his summer helping Alexis, his chemo partner, go through treatment.",TV-MA,12mins,7.3,1903
tt15978704,TV Show,Let's Eat,Somewhere,"June 16, 2021",2021,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",A food-blogging insurance agent encounters a friend from elementary school with a vendetta against him — but soon becomes her sidekick.,TV-14,60mins,8.2,5
tt1366338,Movie,Lowriders,United States,"June 16, 2021",2016,PG-13,"Dramas, Independent Movies","Caught up in the lowrider world of his father and embittered brother, an East LA graffiti artist grapples with a family feud while chasing his dreams.",PG-13,99mins,5.6,2519
tt14677850,TV Show,Penguin Town,Somewhere,"June 16, 2021",2021,TV-PG,"Docuseries, Science & Nature TV","In a picturesque South African town, an eclectic group of endangered penguins flock together to find mates, raise families and mix with the locals.",TV-G,30mins,7.9,824
tt3501112,Movie,Security,Italy,"June 16, 2021",2021,TV-MA,"Dramas, International Movies, Thrillers","After the assault of a young woman in their seaside town, a security expert and his family get caught in a powerful riptide of secrets and lies.",R,87mins,5.7,18618
